,nops_mean_on_50,nops_err_on_50,nops_mean_off_50,nops_err_off_50,turn_mean_on_50,turn_err_on_50,turn_mean_off_50,turn_err_off_50,go_mean_on_50,go_err_on_50,go_mean_off_50,go_err_off_50,nops_mean_on_300,nops_err_on_300,nops_mean_off_300,nops_err_off_300,turn_mean_on_300,turn_err_on_300,turn_mean_off_300,turn_err_off_300,go_mean_on_300,go_err_on_300,go_mean_off_300,go_err_off_300
31,139.715833333,0.0560077097987,139.495833333,0.0186503855213,131.521666667,0.0336455593606,238.68,0.0259383918718,240.7625,0.0761237601348,133.824166667,0.00807232176993,162.767361111,0.00527969614198,145.0125,0.00380438131806,176.777777778,0.00668679383776,226.728055556,0.00577014878019,172.454861111,0.00783262205999,140.259444444,0.00252791424682
32,141.265833333,0.0557445171399,138.883333333,0.0192093560422,131.140833333,0.0348528454439,239.0275,0.0272102145094,239.593333333,0.0762382015362,134.089166667,0.00871889046269,163.486388889,0.00525392340956,144.652916667,0.00379154806232,176.397916667,0.00670385856217,227.312361111,0.0057665459123,172.115694444,0.00779807482412,140.034722222,0.00251268613239
33,141.446666667,0.0572299868797,139.131666667,0.0180190900615,130.92,0.0335245955845,239.218333333,0.0255510823292,239.633333333,0.0769422731749,133.65,0.00872961326721,163.338055556,0.0052951411875,144.771527778,0.00382271303651,176.114166667,0.00660316829339,227.076666667,0.00577430947136,172.547777778,0.00784110613838,140.151805556,0.00254108176708
34,137.531666667,0.0572526101806,139.808333333,0.0188315779577,131.779166667,0.0346957747526,237.314166667,0.0271526407483,242.689166667,0.078982912404,134.8775,0.00943382967499,162.845833333,0.00537035432474,144.940416667,0.00380323679786,176.12375,0.00663226658919,226.721944444,0.00579992363915,173.030416667,0.00803049982233,140.337638889,0.00248231594585
35,138.661666667,0.0568532857597,138.8975,0.0191018576129,131.119166667,0.0334285034682,239.100833333,0.0261070728009,242.219166667,0.0778891302602,134.001666667,0.00823318905316,162.897916667,0.00530089144446,145.195833333,0.00380735728305,176.04375,0.00649600793344,226.531388889,0.00578913025737,173.058333333,0.00792293292633,140.272777778,0.00245499623863
36,138.164166667,0.0565837322141,139.0,0.0198407760608,130.3325,0.0360934271926,238.89,0.0270957662413,243.503333333,0.0762182172996,134.11,0.00888362179653,163.273888889,0.00539975489483,144.872638889,0.00385124154504,175.340277778,0.00667825562101,227.118194444,0.00578648387677,173.385833333,0.00797610760066,140.009166667,0.00247823973026
37,137.435833333,0.0593131064071,139.273333333,0.0202804662768,129.674166667,0.0351667648919,237.915833333,0.0290251703683,244.89,0.081447530797,134.810833333,0.0101563626215,163.354861111,0.00554255928972,145.393888889,0.00388030234655,175.561111111,0.00666679626294,226.4475,0.00578484325307,173.084027778,0.00815079378002,140.158611111,0.00241627444121
38,135.14,0.058341594049,139.658333333,0.020438829329,128.935,0.0344206521847,238.5275,0.0276931303686,247.925,0.0794950042651,133.814166667,0.00837773555668,162.621388889,0.00552442949719,145.533888889,0.00388567150154,175.149722222,0.00671111628891,225.991805556,0.00586565550876,174.228888889,0.00821601774868,140.474305556,0.00253149299654
39,136.5575,0.0578205871571,138.366666667,0.019129978299,129.435,0.0356018651372,240.358333333,0.0271882098837,246.0075,0.0791815800046,133.275,0.00921922596488,163.335277778,0.00546915033501,145.102083333,0.00390327706162,174.855138889,0.00680091351227,227.038194444,0.00587556898866,173.809583333,0.00818391695001,139.859722222,0.00253060688299
40,135.0275,0.0601107129834,138.914166667,0.0206015250141,128.809166667,0.0334815452607,239.516666667,0.0286720073694,248.163333333,0.0801074734322,133.569166667,0.00984206107447,162.525416667,0.00566833977682,145.154305556,0.00388808973001,175.570555556,0.00672067231565,226.586111111,0.00582298190254,173.904027778,0.00825493399269,140.259583333,0.00246563278436
41,135.564166667,0.0575375482841,139.524166667,0.0198513125758,127.4875,0.0343659098589,238.851666667,0.0284710331386,248.948333333,0.0770236317897,133.624166667,0.0096896573594,162.713333333,0.00557930976876,145.116388889,0.00384622283385,174.534305556,0.00680702072718,226.826527778,0.00589298214733,174.752361111,0.00816241027644,140.057083333,0.00252730521322
42,135.058333333,0.0567224344972,138.769166667,0.0205697980183,128.140833333,0.0354246340396,238.5525,0.0291386754783,248.800833333,0.075249898721,134.678333333,0.00963424775928,162.467083333,0.00546326628517,144.946944444,0.00391455456709,174.705,0.00675644941945,226.533055556,0.00590550463104,174.827916667,0.008004930949,140.52,0.00259250640292
43,135.345833333,0.0602333296181,140.106666667,0.0241203796851,126.2825,0.0345871601246,238.265833333,0.0313280710981,250.371666667,0.0795476159253,133.6275,0.0092658591301,162.564027778,0.00567573633238,144.799305556,0.00391588158804,174.267361111,0.00684594538868,226.849722222,0.00591545863831,175.168611111,0.0083237694146,140.350972222,0.00258570144208
44,133.884166667,0.058406479907,140.0475,0.021836129439,127.7175,0.0350777933303,237.549166667,0.0306244876083,250.398333333,0.0773083803344,134.403333333,0.00960501875005,162.115416667,0.0055873613167,145.235694444,0.00386609683282,174.766388889,0.00678254923898,226.584305556,0.00587442243261,175.118194444,0.00820440967191,140.18,0.00248066322569
45,133.973333333,0.0565504945567,140.474166667,0.0244061752855,128.125833333,0.0348115371907,237.285,0.0316758819088,249.900833333,0.0755648313601,134.240833333,0.00960404341845,162.245277778,0.005600556783,145.091388889,0.00381733475675,174.521944444,0.00681562086707,226.382222222,0.00584729722544,175.232777778,0.00810538972923,140.526388889,0.00258697756588
46,133.243333333,0.0564712403502,139.841666667,0.0232111604963,128.8125,0.034133816883,237.061666667,0.031196031868,249.944166667,0.0752348367695,135.096666667,0.0105182254777,162.193055556,0.00558241549624,144.55375,0.00381092350094,174.843611111,0.00680885306102,226.528472222,0.00588813832319,174.963333333,0.00808776892683,140.917777778,0.00271350627255
47,134.534166667,0.0605338446361,140.609166667,0.0240155140821,126.135,0.0336456748146,236.935,0.0312706968952,251.330833333,0.0787046544318,134.455833333,0.0104877988293,162.668472222,0.00575407102701,145.067777778,0.00388125019848,173.968888889,0.00682254144229,226.475,0.00591632319916,175.362638889,0.00822557600222,140.457222222,0.00264411759323
48,132.940833333,0.0579239933319,139.825,0.0246007561259,126.045,0.0353296156978,237.921666667,0.0320519345082,253.014166667,0.07708732891,134.253333333,0.0109321098406,162.590555556,0.00557479904207,144.985277778,0.00391051635214,173.683888889,0.0068990760482,226.806944444,0.00596435798469,175.725555556,0.00826216329518,140.207777778,0.00263257069904
49,133.000833333,0.0581150528521,140.806666667,0.0256230601677,126.735,0.0351853585318,236.700833333,0.0326931163051,252.264166667,0.0774962586211,134.4925,0.0103270612458,161.947361111,0.00564815048351,144.959583333,0.0039412858989,174.279305556,0.00698029522213,226.545416667,0.00603477682752,175.773333333,0.00829779461569,140.495,0.00270605786544
50,132.07,0.0591231106857,141.12,0.0256210815743,127.19,0.035471472975,236.766666667,0.0327405314005,252.74,0.0794920451818,134.113333333,0.0105164492241,161.877083333,0.00564655588734,144.68,0.00379222881114,174.089305556,0.00687298159622,226.8,0.00593603566407,176.033611111,0.00839179446702,140.52,0.00266816235694
51,130.465833333,0.0606442087303,140.053333333,0.0244785692881,126.36,0.0354180397522,237.509166667,0.0322180615171,255.174166667,0.0794127893463,134.4375,0.0107965671415,161.907222222,0.00587996202381,144.751666667,0.00388176617561,174.195972222,0.00695058083556,226.758611111,0.00594009591863,175.896805556,0.00847009864817,140.489722222,0.0025717922149
52,130.858333333,0.0599739084601,141.680833333,0.0281955346845,124.965833333,0.0335461198242,235.393333333,0.0356196216827,256.175833333,0.0778841764457,134.925833333,0.0111088754506,161.73875,0.00575447765638,144.810972222,0.004014149479,173.105972222,0.00689277183166,226.542916667,0.00611761265229,177.155277778,0.00839950846604,140.646111111,0.0026892732272
53,130.059166667,0.0583493569478,140.885,0.0262750872951,127.564166667,0.0367732365121,236.7675,0.0338190139658,254.376666667,0.0773177049764,134.3475,0.0109215363111,162.3325,0.00578208064858,145.022222222,0.00401058160784,173.372222222,0.00693168609474,226.572361111,0.00607927208788,176.295277778,0.00829792879043,140.405416667,0.00260973702564
54,124.756666667,0.0607406904383,140.611666667,0.0275883903658,128.675,0.0348468664523,236.871666667,0.034791238325,258.568333333,0.0800115317867,134.516666667,0.0112485801623,161.085277778,0.00601254297632,145.039027778,0.00396067073478,173.633472222,0.00685965303988,225.853888889,0.00610402418369,177.28125,0.00858125066877,141.107083333,0.00274962806726
55,128.101666667,0.0598280822872,141.979166667,0.0285010601089,126.16,0.0349044565633,235.175,0.0362789541778,257.738333333,0.0771574936009,134.845833333,0.0121763369568,161.140277778,0.00590950769129,144.851666667,0.00397837599091,172.811111111,0.00695884200515,225.896666667,0.00618034916996,178.048611111,0.00841138654648,141.251666667,0.0028102047014
56,126.094166667,0.0583158514886,142.133333333,0.0285804784799,128.6275,0.0353159593362,234.975,0.0357441309887,257.278333333,0.0766767517325,134.891666667,0.0121368452664,161.448472222,0.00586898790296,144.874305556,0.00403919858955,172.871666667,0.0068613580679,225.930138889,0.00623937004761,177.679861111,0.00837244610758,141.195555556,0.00282422102157
57,125.938333333,0.0597930032299,140.966666667,0.0272204386283,127.106666667,0.0337357603606,235.588333333,0.0352576714864,258.955,0.0785048699634,135.445,0.0145194312803,161.229027778,0.00592374423402,144.891944444,0.00399418609663,172.576805556,0.00682868586955,225.687916667,0.00623083286603,178.194166667,0.00850213695104,141.420138889,0.00295123290188
